AT1G01920	AT1G67340	Cluster_15	942	34	5.57378081383002	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT2G47500	Cluster_15	942	34	3.2033631839927703	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT1G09210	Cluster_15	942	34	3.1469735970474066	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT1G04920	Cluster_15	942	34	2.731797703192702	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT5G25840	Cluster_15	942	34	2.6947641172779604	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT4G12050	Cluster_15	942	34	2.4649247570510013	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT1G29160	Cluster_15	942	34	2.366940864206845	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT1G79820	Cluster_15	942	34	2.2923752641488195	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT5G37500	Cluster_15	942	34	2.011732102040228	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT4G37030	Cluster_15	942	34	2.0045124777796155	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT2G19810	Cluster_15	942	34	1.951373024193041	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT2G29550	Cluster_15	942	34	1.8651546632942209	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT5G58700	Cluster_15	942	34	1.788353850415056	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT2G25620	Cluster_15	942	34	1.7624048368855827	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT2G23700	Cluster_15	942	34	1.7599002564275188	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
AT1G01920	AT2G31900	Cluster_15	942	34	1.6274988970631794	AT1G01920	unknown_TF	-	-	guard cell_Cluster_15	guard cell	1	39	370	9.95042e-05	0.5225988700564972	0.04387242832073414	9.155467522673778e-05	0.19037870430574744	0.00220123964454248	942.0	34.0
